Name,Vmag,Depth (Em),Depth (Rf),Noise,Albedo,Eq Temp,Mass
-,-,ppm,ppm,ppm,-,K,M_jup
Kepler-062e,13.89,0.0,0.0,920.5,0.90,194,0.00
Kepler-296f,16.71,0.0,0.0,3372.9,0.90,165,-1.00
Kepler-421,13.56,0.0,0.0,790.7,0.90,135,-1.00
Kepler-430c,13.97,0.0,0.0,955.0,0.90,335,-1.00
Kepler-047c,15.34,0.0,0.0,1794.7,0.90,179,0.00
Kepler-439b,14.73,0.0,0.0,1355.2,0.90,217,-1.00
Kepler-443b,16.18,0.0,0.0,2642.4,0.90,182,-1.00
Kepler-069c,13.89,0.0,0.0,920.5,0.90,219,-1.00
Kepler-186f,15.23,0.0,0.0,1706.1,0.90,143,-1.00
Kepler-442b,15.33,0.0,0.0,1786.5,0.90,172,-1.00
Kepler-150f,15.15,0.0,0.0,1644.4,0.90,156,-1.00
Kepler-062f,13.89,0.0,0.0,920.5,0.90,150,0.00
Kepler-441b,15.62,0.0,0.0,2041.8,0.90,130,-1.00
