# TIC     |   RA      |   Dec     | EclipticLong | EclipticLat | Sector | Camera | Ccd | ColPix | RowPix
000000721 | 314.575292 | -34.203444 | 307.217791 | -16.342806 |  1 | 1 | 4 | 1395.535 | 1845.854
000000724 |  41.639042 |   0.463889 |  39.347790 | -14.884867 |  4 | 1 | 3 | 1999.098 | 1571.179
000000725 |  49.562125 | -40.697944 |  28.767166 | -55.873914 |  3 | 3 | 1 |  406.792 |  564.814
000000725 |  49.562125 | -40.697944 |  28.767166 | -55.873914 |  4 | 3 | 2 |  933.259 |  403.140
000000726 |  60.385542 | -19.548917 |  53.021158 | -39.264316 |  4 | 2 | 3 |  204.189 | 1789.778
000000726 |  60.385542 | -19.548917 |  53.021158 | -39.264316 |  5 | 2 | 4 | 1702.200 | 1764.165
000000727 |  71.824333 | -16.884833 |  67.438908 | -38.912970 |  5 | 2 | 3 | 1943.586 | 1582.418
000000728 | 140.505958 | -22.053944 | 151.303971 | -35.378911 |  8 | 2 | 3 | 1433.124 |  989.282
000000729 | 320.762875 | -39.951556 | 310.288322 | -23.344193 |  1 | 1 | 1 | 1286.604 | 1171.380
000000730 | 322.253750 | -57.163861 | 303.866195 | -39.705036 |  1 | 2 | 4 | 1570.224 | 1824.893
000000731 | 359.191542 | -21.846833 | 350.211737 | -19.645873 |  2 | 1 | 2 | 1097.086 | 1793.817
000000734 |  32.781708 |   2.418000 |  31.414193 | -10.165195 |  4 | 1 | 4 | 1182.525 |  761.812
000000736 |   4.146333 |  -9.023583 |   0.177847 |  -9.921801 |  3 | 1 | 4 | 1839.386 |  727.492
000000737 |  68.136500 | -37.031667 |  55.960954 | -57.916864 |  4 | 3 | 1 |  548.746 |  911.865
000000737 |  68.136500 | -37.031667 |  55.960954 | -57.916864 |  5 | 3 | 2 |  892.240 |  766.289
000000738 |  87.679417 | -26.376833 |  86.774914 | -49.791771 |  6 | 2 | 1 | 1464.324 |  725.921
000000739 | 126.337875 | -10.499000 | 131.684301 | -28.833099 |  7 | 1 | 2 | 1859.434 |   97.496
000000740 | 168.292875 | -16.342194 | 175.935154 | -19.609547 |  9 | 1 | 2 |  580.564 | 1817.807
000000742 | 344.873417 | -59.552222 | 316.493742 | -47.590126 |  1 | 2 | 2 |   64.421 | 1141.487
000000743 | 357.580458 | -16.922417 | 350.911072 | -14.535969 |  2 | 1 | 3 |  887.525 | 1532.248
000000744 | 196.043875 | -34.450472 | 208.709938 | -25.362734 | 10 | 1 | 2 | 1567.468 |  763.845
000000745 |  96.744583 | -45.178583 | 102.943826 | -68.316523 |  6 | 3 | 4 |  608.563 | 1659.948
000000745 |  96.744583 | -45.178583 | 102.943826 | -68.316523 |  7 | 3 | 3 | 1093.441 | 1573.469
000000746 | 135.416375 | -19.279556 | 144.664824 | -34.506918 |  8 | 2 | 4 |  202.146 |  823.320
000000747 | 199.433833 | -46.762417 | 217.675810 | -35.290909 | 11 | 2 | 4 | 1154.150 | 1006.929
000000748 | 354.168000 | -33.388778 | 340.336054 | -28.108972 |  2 | 1 | 1 | 1690.186 |  345.936
000000749 | 195.794042 | -40.615194 | 211.547757 | -31.001496 | 10 | 2 | 3 |  202.989 |  289.756
